Iter	fval		||grad||	alpha		fcal		gcal		hcal
0	6.28560000e+03	5.61588154e+03	0.00000000e+00		1		1		0
1	6.99650301e+02	6.44395740e+02	9.76562500e-04		15		5		0
2	1.74183102e+02	1.76338482e+02	1.95312500e-03		28		9		0
3	1.62113916e+02	4.12189755e+02	7.81250000e-03		39		13		0
4	1.58931517e+02	3.74820665e+02	7.81250000e-03		50		17		0
5	1.44873931e+02	3.90356224e+02	1.56250000e-02		60		21		0
6	1.42427540e+02	3.73199561e+02	4.88281250e-04		75		25		0
7	1.13197656e+02	2.73664803e+02	6.25000000e-02		83		29		0
8	1.09311138e+02	2.54659860e+02	9.76562500e-04		97		33		0
9	1.06344066e+02	2.16934046e+02	1.56250000e-02		107		37		0
10	1.05222945e+02	2.08482658e+02	7.81250000e-03		118		41		0
11	1.03852234e+02	1.99436816e+02	1.56250000e-02		128		45		0
12	8.57649057e+01	8.97435657e+01	5.00000000e-01		133		49		0
13	7.84165975e+01	7.01390381e+01	1.00000000e+00		137		53		0
14	7.43880343e+01	5.77945455e+01	1.00000000e+00		141		57		0
15	6.03771284e+01	8.82909899e+01	2.50000000e-01		147		61		0
16	5.52016250e+01	1.01301769e+02	1.00000000e+00		151		65		0
17	3.47181918e+01	8.55605880e+01	1.00000000e+00		155		69		0
18	3.40805751e+01	1.15383522e+02	1.00000000e+00		159		73		0
19	2.24644092e+01	6.16451161e+01	1.00000000e+00		163		77		0
20	1.78586004e+01	5.26684725e+01	1.00000000e+00		167		81		0
21	1.23707609e+01	3.51995409e+01	1.00000000e+00		171		85		0
22	1.13965770e+01	3.33132748e+01	1.00000000e+00		175		89		0
23	1.00395373e+01	1.95276062e+01	1.00000000e+00		179		93		0
24	9.70495850e+00	1.67170446e+01	1.00000000e+00		183		97		0
25	9.26361366e+00	1.19696174e+01	1.00000000e+00		187		101		0
26	9.07553308e+00	8.00266676e+00	1.00000000e+00		191		105		0
27	8.97826703e+00	4.23594039e+00	1.00000000e+00		195		109		0
28	8.95928630e+00	3.39994958e+00	1.00000000e+00		199		113		0
29	8.93097892e+00	3.04643421e+00	1.00000000e+00		203		117		0
30	8.88831963e+00	3.80260315e+00	1.00000000e+00		207		121		0
31	8.81580054e+00	6.09346556e+00	1.00000000e+00		211		125		0
32	8.73834116e+00	7.65811450e+00	1.00000000e+00		215		129		0
33	8.58276760e+00	8.81558548e+00	1.00000000e+00		219		133		0
34	8.34790475e+00	8.73614217e+00	1.00000000e+00		223		137		0
35	8.21112092e+00	1.31958350e+01	5.00000000e-01		228		141		0
36	8.06929973e+00	1.51168472e+01	1.00000000e+00		232		145		0
37	7.90356844e+00	9.40526601e+00	1.00000000e+00		236		149		0
38	7.75390567e+00	1.01901004e+01	1.00000000e+00		240		153		0
39	7.55869076e+00	1.11303878e+01	1.00000000e+00		244		157		0
40	7.44839789e+00	1.88019601e+01	1.00000000e+00		248		161		0
41	7.11640560e+00	1.00289292e+01	1.00000000e+00		252		165		0
42	6.87752896e+00	5.25426933e+00	1.00000000e+00		256		169		0
43	6.70203005e+00	1.57669944e+01	1.00000000e+00		260		173		0
44	6.47580256e+00	5.36569285e+00	1.00000000e+00		264		177		0
45	6.36937586e+00	7.04695180e+00	1.00000000e+00		268		181		0
46	6.25659193e+00	1.38418454e+01	1.00000000e+00		272		185		0
47	6.10137803e+00	1.04522409e+01	1.00000000e+00		276		189		0
48	5.80372874e+00	9.30286953e+00	1.00000000e+00		280		193		0
49	5.37682180e+00	1.38537761e+01	5.00000000e-01		285		197		0
50	4.86676672e+00	5.10041495e+00	1.00000000e+00		289		201		0
51	4.77338396e+00	1.29160640e+01	1.00000000e+00		293		205		0
52	4.52842040e+00	7.86555127e+00	1.00000000e+00		297		209		0
53	4.34813944e+00	9.85131440e+00	1.00000000e+00		301		213		0
54	4.07732671e+00	1.89587999e+01	2.50000000e-01		307		217		0
55	3.67948608e+00	6.97167052e+00	1.00000000e+00		311		221		0
56	3.31906773e+00	6.13387788e+00	1.00000000e+00		315		225		0
57	3.13712600e+00	9.68892404e+00	5.00000000e-01		320		229		0
58	2.85319176e+00	9.69778516e+00	1.00000000e+00		324		233		0
59	2.59352665e+00	1.70034638e+01	1.00000000e+00		328		237		0
60	2.30422678e+00	1.72237400e+01	1.00000000e+00		332		241		0
61	1.99020372e+00	1.71221178e+01	1.00000000e+00		336		245		0
62	1.83287975e+00	1.45105995e+01	1.00000000e+00		340		249		0
63	1.58119474e+00	9.59659588e+00	1.00000000e+00		344		253		0
64	1.41927243e+00	1.18674998e+01	1.00000000e+00		348		257		0
65	1.17592547e+00	7.76481298e+00	1.00000000e+00		352		261		0
66	9.47939091e-01	7.00677719e+00	1.00000000e+00		356		265		0
67	8.07284955e-01	9.54512437e+00	1.00000000e+00		360		269		0
68	5.09159104e-01	6.00949273e+00	1.00000000e+00		364		273		0
69	3.78096239e-01	7.57925482e+00	1.00000000e+00		368		277		0
70	2.89008610e-01	8.23611142e+00	1.00000000e+00		372		281		0
71	2.27132923e-01	9.47524453e+00	1.00000000e+00		376		285		0
72	1.71810911e-01	7.99151178e+00	1.00000000e+00		380		289		0
73	1.18810794e-01	1.55091769e+00	1.00000000e+00		384		293		0
74	1.08742142e-01	6.37065694e+00	1.00000000e+00		388		297		0
75	7.19997720e-02	2.49441380e+00	1.00000000e+00		392		301		0
76	4.94887205e-02	1.56496636e+00	1.00000000e+00		396		305		0
77	3.80388786e-02	7.15006396e+00	1.00000000e+00		400		309		0
78	1.93190890e-02	1.90102149e+00	1.00000000e+00		404		313		0
79	1.07517332e-02	8.19870410e-01	1.00000000e+00		408		317		0
80	8.24216925e-03	3.20234067e+00	1.00000000e+00		412		321		0
81	3.50443714e-03	7.34893668e-01	1.00000000e+00		416		325		0
82	1.77336936e-03	4.33196011e-01	1.00000000e+00		420		329		0
83	2.10608185e-04	6.79443898e-01	1.00000000e+00		424		333		0
84	1.34454337e-05	1.12532393e-01	1.00000000e+00		428		337		0
85	1.34115530e-06	3.39819259e-02	1.00000000e+00		432		341		0
86	2.90399746e-08	8.06886403e-03	1.00000000e+00		436		345		0
87	3.31892887e-09	2.69595946e-03	1.00000000e+00		440		349		0
88	1.96155253e-11	1.69156111e-04	1.00000000e+00		444		353		0
89	4.89783223e-12	8.75673585e-05	1.00000000e+00		448		357		0
90	2.16618638e-15	1.98966805e-06	1.00000000e+00		452		361		0
91	3.57952040e-16	7.97582977e-07	1.00000000e+00		456		365		0
